id;rank;review
407;3;"Estubimos un fin de semana para ir a sierra nevada, la posada esta justo enfrente de la Alhambra lo cual es precioso para pasear por la noche, zona muy tranquila, y con facil aparcamientos; Al llegar vi la recepcion lo cual se aprecia que es antigüa pero los empleados son agradables, nos dieron toallas y papel higienico, en la recepcion hay maquinas de comidas, bebidas, y maquinas para el desavio como tiritas, cepillos de dientes etc. hay un ordenador para conectarse gratis a internet. Para aceder a la habitacion hay ascensor o escaleras, para pasar a la habitacion tubimos que salir a un patio en el cual habia varias habitaciones. Teniamos una cama de matrimonio, y una litera, 3 asientos, un escritorio y un aseo pequeño pero en buen estado. A la mañana te ofrecen cafe y magdalenas, yo creo que ir 3 adultos y una niña de 5 años y pagar 30€ no esta nada mal, la piscina no la pudimos usar porque las dos ultimas plantas estan en reformas, porsupuesto es un edificio antiguö pero en refomas. Creo que el 90% de la personas que comentaron negativo estan demasido acostumbrados a ir a hoteles Barceló.Por supuesto volvere, y se lo recomiendo a todo a quel que quiera disfrutar de una buenas estandia por un bajo precio.
"
408;3;"La estancia estubo bien, la Alhambra estaba justo enfrente y el servicio era cordial. Lo necesario para disfrutar.
"
409;1;"Estuve en la pension una noche, y la verdad ya arrancamos mal de entrada. Hicimos la reserva por internet y resulta q el mapa con las indicaciones para llegar estaba mal. Pensamos q era super cerca y terminó siendo en la otra punta. La chica de la recepción fue muy amable, le comenté lo q nos había pasado con lo de la ubicacion y dijo que lo sabia y que eso no se puede arreglar (lo cual es 100% erróneo) y aparte no me advirtió sobre algunas cosas de la habitación. Tengo espíritu viajero y aventurero, pero en fin... La habitación era minúscula e incómoda, sólo cabía la cama (incomodísima y vieja) y un escritorio pequeñito, practicamente no habia lugar para dejar nada, ni un armario. Cuando me quise bañar me di cuenta de que no había toallas, jabón, ni papel higiénico, asi que fui hasta la recepción y el hombre q estaba por la noche me dio un par de toallas. Jabon y papel no había (todavía no salgo de mi asombro). De pura suerte tenia un rollo de papel en la mochila, pero encima no hay comercios donde poder comprar un mísero jaboncito. Por la noche se escuchan todos y cada unos de los sonidos/ruidos de alrededor. Cuando el de la habitación de al lado abría la ducha, parecía como si fuese a derrumbarse la pared, aparte del ruido ensordecedor. La ventilación es escasa por no decir nula, solo una ventanita a un patio interno. No suelo ser exigente con los alojamientos, soy una persona muy simple pero tambien pienso q si voy a pagar por algo, hay cosas mínimas q deberían tomarse en cuenta. Y leyendo las otras críticas no parece que la situación vaya a modificarse. No volvería jamas a esta pensión, solo como último recurso y si el precio lo bajan a la mitad, porque he estado en pensiones baratisimas, pero en todos los casos las necesidades basicas estaban cubiertas. Con muy poco podrían mejorar muchisimo la imagen.
"
410;1;"No nos fijamos en los comentarios y tremendo asco al entrar a una minuscula habitacion que no tiene nada que ver con las fotos de su web, pero si solo fuese eso no pasaba nada. El colmo fue al ver que en las sabanas habian vellos pubicos y un olor a sudor asqueroso, pero aun fue peor al entrar a ver el baño, una peste a culo impresionante. Y para colmo los empleados de esta pension son unos mentirosos de cuidado, ya que negaron tener conversacion telefonica con mi novia y el no va mas, es cuando decimos querer hablar con la jefa y resulto ser la señora de la limpieza (que de limpieza poca).Vamos, lo peor de lo peor. De verdad buscad otra cosa aunque cueste un poco mas. P.D. el acceso a internet que dicen tener, es un ordenador en la entrada.
"
411;1;"Estoy horrorizada. Pensé k lo de la sábanas sucias era una anécdota k sólo nos había pasado a nosotras!! Rechazamos la primera habitación x k una de mis compañeras descubrió que las sábanas estaban sucias en la primera habitación. Nos dieron otra, dejamos las cosas y nos fuimos a la ciudad. Para x la noche descubrir que las sábanas estaban sucias y llenas de pelos!!! Ni siquiera se habían molestado en sacudirlas, ni estirarlas!! Sabanas manchadas y llenas de pelos de todo tipo! Una vergüenza. A media noche tuvimos que buscar x todo lados unas sábanas limpias, que ellos mismos lavan en un sitio antihigiénico en una lavadora normal y corriente. Para colmo hay un cartel enorme k recomienda no dejar cosas de valor (tiene sentido en cualquier hotel), pero son tan cutres k nos robaron los cargadores, gorras, sujetadores y cosméticos usados!!!!NO SE LO RECOMIENDO NI A MI PEOR ENEMIGO!!!!Don't go, is the worst place you can find. Dirty bed clothes, and be careful with your things, they steal!!!!!
"
412;1;"Hice caso omiso a las críticas negativas que leí sobre este lugar, e hice muy mal. Pensé que la gente que había ido era un poco exagerada y me equivoqué. En mi vida he estado en un sitio así. Soy mochilera y estoy acostumbrada a estar en sitios muy sencillos y a veces horribles, pero hasta ahora no me había topado con un hostal así. Reservamos una habitación con baño. Y nos la dieron. Un baño que, si te sentabas en la taza del váter no podías cerrar la puerta, ya que las rodillas no entraban dentro del cubículo. Intentamos hablar con la dueña, y al cuarto día de estancia apareció la muy impresentable y nos soltó la excusa de que no había habitaciones libres. Como si fuéramos idiotas. El hostal estaba vacío. No seíamos más de 10 personas, y ese hostal tendrá cerca de 100 habitaciones!!!!!!!! Luego nos dio la excusa de que estaban pintando las habitaciones. Y más tarde nos dijo que había habitaciones con el baño más grande, pero que eran más caras. Conclusión. Nos quedamos en la habitación con baño diminuto. Solo puedo decir que ha sido una [--] estafa. Que estoy que trino y que voy a dar la lata en urbanismo Granada para que cierren ese lugar y le pongan una sanción por insalubre, porque la verdad es que daba asco!
"
413;1;"os quiero dejar constancia de lo que es esta posada o como le querais llamar. la verda k no he visto nunka en la vida una cosa asi. solo para llegar me costo casi una hora porque no encontra la calle en ningun gps, ni siquiera cuando llame el hombre me la dijio porque decia que no hacia falta. un desfase maximoo. cuando llegamos solo lo que era la fachada era cutre pero weno el precio que tiene tampoco le puedes pedir mucho. cuando entramos mire la entrada i sus alrededores y estaba casi todo con grietas i to comioo. creo que solo tienen dinero para tener maquinas de refrescos y de chocolatinas y esas cosas, porque habia hasta fuera del hotel. tenia una especie de entrada donde habia unos sofas y unas mesas que eran pa verlascuando ya le di mis datos a la mujer de la recepcion, me dijiri al ascensor y mire en la llave k me dio i era la planta 4º,i me kede to pilla porque el ascensor solo tiene 3 plantas(kreia k era una broma)me di cuenta d que tenia k subir x las eskaleras con todas las maletas(flipaada estaba junto con la gente que iba)cuando subi uno de la gente con la iba subio 2 min antes que yo y se quedaron encerrados. asi que ya habia empezado la aventura. la verda que yo estaba menos asustada que mis familiares porque yo habia leido los comentarios y la verda que me quede perpleja. las habitaciones eran un desfase porque de un pasillo que habia 3 habitaciones es como si el plano fuera pa una. habia aprovexao el hueco para hacer una basura de habitaciones. pero amo yo no pedia tanto solo queria que las habitaciones no tubieran pelos ni mierda ni nada. reservamos habitacion de 2 i nos dan de 4 a todos, no lo entiendo. mi novio se kreia k no teniamos ni cuarto de baño de lo xiko k era i ni lo vio. solo para entrar a la habitacion habia que subir un eskalon i el cuarto de baño pa verlo era un metro cuadrado. no dormi na porque me tube que encargar de revisar to las sabanas ,las mantas, la almohada... la calefaccion era como si no estuviera, me dice la de la recepcion que la pusiera aunk nos fueramos pa k se kedara kalentitoo.. jajaja k graciosa. esa calefaccion aunk la dejaras 3 años encendio no serviria para nada. los cuartos de baño la mitad estan estropeao con sus pelos correspondientes por supuesto. i tb si no cierras la llave de paso gotean. asi fue la aventura de este dia. la verda k lo uniko positivo fue que no lo pasamos pipa sacandole defecto a todo, porque no se salvaba nada. lo curioso fue que arriba tenia una piscina y una terraza que se veia la alhambra un poko. yo como consejo os digo que se duerme mejor en d0nde sea antes que alli. aunk la atencion no fue mala como lei en otros comentarios. tb os digo antes de reserva nada mirar los comentarios de todos los hoteles i mas en este. si no os pasara como a nosotros que se reservo a lo ligero i nos llevamos la sorpresa de la vida. no adjunto ninguna foto porque me daba vergüenza de hacerle fotos a eso.
"
414;1;"un hostal que de barato no tiene nada me costo 72euros 2 HabitacioneS con cama de matrimonio por una noche.. el trato pesimo... estaba la recepsion cerrada tuvimos q entrar al ""supuesto salon de juegos""lo unico que tiene es un futbolin y roto una mesiLLa de camping con una lamparilla de mesita de noche en la que alumbraban un cuaderno en la que tenian apuntadas las reservas. penumbroso... parecia un hostal de pelicula de terror. cuando llego la recepcionista no nos dijo ni hola ,le dije mi nombre y apellido y me dijo son 72 euros. y me dijo q no tenia habitacion aYi q nos iba a dar una mejor en otra hubicacion, tuvimos que bajar con las maletas a mas de 2 kilometros ella con una moto sin esperarnos y yo embarazada... y corriendo por la cuesta. despues nos mete en un hostal que estaba cerrado en el que avian en la puerta un monton de grifotas... y nos nos dijo la mujer que ayi estatiamos bien, ya no era lo ponia en internet. ya era una cama fea y vieja de matrimonio con unas sabanas todas arrugadas(seguramente ya usadas por otros)q holian a humedad. sin calefaccion sin internet gratis ,sin tv como ponia, sin piscina, sin toallas, ni un JABON para ducharme. la ducha salia el agua FRIA... HORRIBLE. no se lo recomiendo a nadie prefiero pagar 2 euros mas y irme a un hotel, que estando ayi los e visto el mio costo 36 y sin nada de nada. TODO UNA MENTIRA Y MUY MAL SITUADO DEL CENTRO NO HABIA NI UNA TIENDA POR AYI, NI NOS SOLUCIONARON EL PROBLEMA. Y RUIDOSO COMO EL MISMO.
"
415;3;"Bueno he estado allí una noche, y después de haber leido los comentarios he de decir que no está tan mal, es un poco cutre, pero por 15 euros por persona no se puede pedir mucho más. La habitación era muy pequeña y el baño muy pequeño también, apenas podias moverte dentro, pero para dormir y ducharte con agua caliente es más que suficiente, además está justo al lado de la alhambra a menos de 1 minuto, y para ir al centro coges un autobús que pasa muy a menudo, aunque andando se puede ir, se tardan unos 15-20 minutos andando y 5 o 10 en bus. Además al lado hay tiendas de souvenirs y un par de cafeterias y restaurantes. El personal muy amable y simpático. Además hay un ordenador con internet en el que te puedes conectar cuando quieras. En general, no es un super hotel pero por poco dinero no se puede pedir más
"
416;1;"Cual fue nuestra sorpresa que al llegar a la habitcion vimos que apenas tenia 3 metros, solo habia una cama un baño que no se le puede llamar baño es extremadamente pequeño no te puedes duchar agusto y no puedes cerrar la puerta, la habitacion huele a viejo, la cama es penosa, hay mejores camas en la basura, el espejo es ovalado por lo tanto no podias verte de manera normal, no hay calefaccion porque el aparato que te dan no hace nada, es muy dura la cama y no duermes bien y muchisima suciedad. NO LO RECOMIENDO!pd: Preferiria dormir en el coche, que nadie vaya alli es lamentable todo, es un completo engaño, me he sentido engañado y no hay ningun servicio ni tv, ni calefaccion ni nada y esta lejos de todo, el parking gratuito esta a 1 km de la pension y es todo rampas.
"
417;3;"Yo no sé donde han estado algunas personas pero el hostal no tenía ni chinches ni muchos ruidos (no sé si el resto de las habitaciones). Estaba (para ser fisnos) ""(--)"" porque leí un 70% de opiniones pésimas el día antes de ir. Situación: Está bastante lejos del centro (teniendo en cuenta que está en lo alto de Granada) pero justo al lado de la Alhambra. Personal: Creo que trabajan unas 6 personas. En recepción hay 2 por la noche (que parecía cuando llegamos que nos querían engañar al decirnos que no había reserva a nuestro nombre y que tendríamos que pagar más, cosa que al final se solucionó porque llevábamos el comprobante) y 2 por las mañanas (la verdad más amables ya que la mujer nos dijo hasta donde podríamos desayunar barato ya que allí se pagan muchos impuestos).Los otros 2 eran encargados de la limpieza. Servicios: Cuenta con un ordenador en la entrada para conectarse a internet, una piscina y solarium (que, dado que fui en Octubre, estaban cerrados) y con un self service y servicio de desayuno que no funcionaban (este último porque no podían ofrecerlo eficazmente ya que estaba estropeada la máquina y textualmente ""para ofrecer un mal servicio no lo ofrecían).Tranquilidad: La verdad es que es muy tranquilo externamente ya que no se oye nada pero dentro de nuestra habitación (cuádruple aunque curiosamente con 6 camas) se oía el ruido de lo que parecía una cisterna y de vez en cuando el ruido de un motor (creo que de la piscina).Habitación: En nuestro caso las vistas eran a la escalera de la piscina pero por espacio andábamos bien. Sim embargo vimos habitaciones dobles que tenían menos espacio que la nuestra (en relación al número de personas) sobre todo el cuarto de baño. Relación calidad/precio: Pues estoy muy contento con lo que pagué ya que aunque no sea de lujo tiene piscina y eso incrementa el precio pero podrían amoldarlo a la temporada que sea. Tuve sensación de suciedad sobre todo por el aspecto físico sobre todo de la recepción y el salón. Por el resto estaba muy bien (de chinches no había nada y teníamos sábanas, aunque el cuarto de baño tenía algún pelo y la cortina estaba algo sucia).No sé si tuve suerte o es que han mejorado bastante pero me fui muy contento (si no el viaje habría sido un suplicio). Un saludo a todos.
"
418;3;"Tampoco es como lo pintaban.. Bueno es verdad que las habitaciones son pequeñas pero no pasas frio aunque la cama es dura ya que esta el colchon encima de una tabla de madera, lo mejor esque esta al lado de la alhambra y poco mas, si quereis is alli os recomiendo que vayais al hotel de al lado os saldra un poco mas caro pero la verdad esque es muchisimo mejor.
"
419;1;"Un sitio asqueroso y nauseabundo. Una estafa en toda regla. La habitación era tan pequeña que tenías que entrar de lado. Los muebles (una silla), tenían polillas, la ducha estaba negra de la suciedad que tenía incrutada, los colchones te los podías encontrar en mejor estado en cualquier contenedor, las sábanas estaban usadas, llenas de pelos y con palabras obscenas escritas. En la recepeción había un hombre, que no entendia casi nada de español, rodeado de montones de papeles, figuras, platos sucios.... y como ""guarda de seguridad"" alguien de aspecto demacrado que ""vigilaba"" la entrada tumbado en un sofá de más de 40 años. Daba miedo andar por esos pasillos nauseabundos. Muebles amontonados por todas partes, suciedad, mal olor... La puerta de la habitación era de papel charol, no se necesitaba llave para abrirla. Y la ventana no tenía ni cortinas, tuvimos que poner toallas para que los de enfrente no nos vieran. Este sitio es una estafa, y no es broma. Si no quereis pasarlo realmente mal, no vayais. PD: menuda oficina de turismo tiene Granada.... fue uno de los primeros sitios que nos recomendó para alojarnos... Vergonzoso.
"
420;3;"La posada Doña Lupe se puede ver de muchas maneras. No es un lugar para estarse en las habitaciones, ya que éstas sólo sirven para dormir y gracias. Está poco cuidado (faltaban muchas bombetas, por ejemplo) y se podría decir que la limpieza era la justa. Aún así, nuestra estancia fué buena grácias a la piscina que nos salvaba las horas de calor. Para visitar Granada se puede ir andando al centro (unos 15 minutos) o en los buses 3 y 33 que suben cada minuto a la puerta de la Alhambra, a unos 20 metros de la posada Doña Lupe. Hay servicio gratuïto de Internet (un ordenador en el vestíbulo) y los encargados son simpáticos.
"
421;1;"Fui con mi pareja y mi hija de casi 2 años. Es muy modesto, pero está bien situado, por lo que no nos importaba que no fuese de lujo ya que el precio estaba muy bien. La señora de recepción amable, aunque cuando llegamos nos cambiaron 3 veces de habitación. Al final después de mover todas las cosas 3 veces nos instalamos ya en la definitiva, con una cama doble y una pequeña para la niña. No tenía aire acondicionado y hacía mucho calor, pero bueno, nos apañaríamos. Estuvimos el día que llegamos todo el día fuera y por la noche llegamos tarde. Nos acostamos, y mi pareja me despetó cuando llevaríamos una hora o una hora y medio dormidos... Se despertó por el calor, no podía dormir, y por lo visto vio un bicho en la cama, no le dio importancia, ya que era uno y lo mató, pero luego vio otro... y otro... otro encima de la sábana de mi hija... Me despertó, levantamos rápido a la niña y debajo de ella había como tres, levantamos la almohada y había un montón!!!!!!!! que asco, fue una de las peores experiencias de mi vida, encima con una niña pequeña!Al principio creíamos que eran piojos, pero buscando en internet me di cuenta de que eran chinches. Qué horror!Me levanté corriendo con la niña dormida, con cuidado de que no tocase nada... Y mi pareja se fue en un principio a recepción a reclamar para que nos cambien de habitación, pero nos dio tanto asco que se fue al hotel de al lado a coger otra habitación. El hotel de al aldo era el doble de caro, pero ya nos daba igual. Menos mal que a esas horas (dos de la mañana) tenían una habitación disponible. Imaginaros a las 2 de la mañana corriendo al otro hotel, nos intslamos mi hija y yo, le quité toda la ropa por si acaso, me pegué una ducha, me picaba todo!Y mi chico trajo todas las maletas al nuevo hotel. Las chinches o lo que fueran nos picaron a los 3, la picadura del pie se me hinchó y me duró dos semanas!Hicimos fotos por si acaso no nos creían para reclamar al día siguiente. Por cierto, en el hotel nuevo nos dijeron que no era la primera vez que iba gente a las tantas de la madrugada huyendo de la posada. Lo dicho, una experiencia realmente desagradable, no se lo recomiendo a nadie.
"
422;4;"Hemos pasado 4 días de maravilla ,volveremos. un saludo especial al señor miguel por su amabilidad .
"
423;4;"Ciertamente no es un establecimiento de lujo, quizas incluso algo más orientado hacia el publico de universidad, pero muy limpio terraza con vistas hacia la Alhambra y pequeña piscina que nos refrescó bastante. Esperamos volver.
"
424;5;"Estuvimos allí mi pareja y yo en el puente de Octubre. Ella embarazada de unos meses a puntito de saber el sexo y ellos con un trato inmejorable deshaciendose en atenciones. El hotel es ideal para pasar unos día en Córdoba, el trato inmejorable, la situación perfecta, el trato único, consejos, ayuda, los dueños son ecantadores, las habitaciones impecables, la nevera de la habitacion a disposicion del cliente. Dos recuerdos nos llevamos de la ciudad, lo bonita que es y lo a gusto que nos sentimos en el Hotel Don Paula. No se que más decir, tan sólo que cuando tengamos al peque volveremos porque queremos que conozcan a nuestro hijo aquellos que también nos hicieron pasar unos días bonitos en una ciudad tan bonita como Córdoba.
"
425;5;"Estuvimos mi pareja y yo pasando in fin de semana y lo recomiendo, gente muy amable y el hotel dotado de todas facilidades para el cliente, sin duda una buena elección para perderte unos días por cordoba, para cualquier duda me atendieron muy bien en recepción.
"
426;5;"La zona es ideal para visitar Córdoba, se puede llegar a todos los puntos de interés andando. El hotel es muy tranquilo y la familia que lo regenta te ayuda en todo lo que necesites, ya sea recomendando sitios para comer, sitios que ver, mapas, etc... Además las recomendaciones son muy buenas y de sitios nada turísticos, para vivir de verdad el ambiente cordobés. El hotel ofrece párking, wifi y varios refrescos y aguas en la nevera de manera totalmente gratuita, algo muy de agradecer y un buen detalle que muchos hoteles de más estrellas ni se molestan en ofrecer. El precio está muy bien, la habitación era cómoda y la cama también, con dos tipos de almohada para elegir y un colchón bueno. Sin duda repetiremos. Lo recomiendo totalmente.
"
427;5;"Un hotel muy tranquilo, limpio, céntrico y bien situado. Se puede llegar andando a todos los monumentos y rincones con encanto de Córdoba. El trato que ofrece el personal es excepcional. El detalle del minibar con zumos, batidos y agua gratis es de agradecer, pues siempre terminas picando algo. En la planta baja hay máquina de café y chocolate, por lo que tampoco se echa de menos el desayuno. Cerca hay locales de desayunos muy buenos. Recomiendo ""O mundo de Alicia"" y ""Cris's"" en la cercana Plaza Trinidad. Y en una calle próxima hay un bar llamado ""Lucas"" donde preparan unos perritos calientes deliciosos.
"
428;5;"Hotel familiar muy céntrico y bien situado si tu objetivo es visitar y recorrer a pie los lugares más característicos de Córdoba. Nos sentimos muy bien acogidos durante todo el viaje, y el hecho de que sea un hotel llevado por una familia hace que se note el encanto y cariño que le ponen a que todo esté en orden. La señora de la casa estará encantada de guiaros por Córdoba y recomendaros sitios a visitar y donde almorzar. Reservamos una plaza de parking y el hijo amablemente se ofreció a aparcarnos el coche y a sacarlo el día que nos íbamos del hotel sin coste alguno. La habitación muy limpia, con mantas extra y colchón duro y bueno, no de estos blandos que se hunden cómo en la mayoría de los hoteles. La única pega que le podría poner es que nos tocaron unos vecinos un poco ruidosos en las habitaciones de al lado que nos despertaron ambos días por la mañana, y no nos dejaron dormir una siesta una de las tardes para descansar un poco, pero no es algo que se pueda achacar al hotel en sí, y sin lugar a dudas repetería si algún día vuelvo a Córdoba.
"
429;5;"Hemos estado tres amigas el fin de semana y recomendamos este hotel, por la ubicación, las camas ( las tres eran perfectas, el colchón muy bueno y buenas almohadas, no era la tercera supletoria como en otros hoteles). La habitación amplia, buena ducha y estupendo secador de pelo. La única pega el ruido por la mañana
"
430;5;"Trato agradable, familiar y acogedor por parte de todos los miembros de la familia. Situacion inmejorable en zona tranquila. Wifi rápido. No tienen desayuno pero hay zumos y batidos gratis. Muy recomendable.
"
431;5;"Fuimos a este hotel, por lo bien balorado que esta. Desde el primer momento se palpa la amabilidad y las ganas de ayudar a los clientes por parte de la familia. Te aconsejan, sin no tienes una idea de donde ir a desayunar (''Restaurante Gris's'' nosotros desayunamos todos los dias alli y tambien comimos el ultimo dia muy bien, productos de primera calidad). Tambien te aconsejan donde comer muy bien y que visitar. Si siguen asi pocas veces tendran habitaciones libres, si no se reservan con antelacion.
"
432;5;"Hotel con una muy buena ubicacion para recorrer toda la ciudad caminando. Excelente atencion personalizada de sus dueños. Habitaciones amplias, comodas y muy limpias. Minibar con consumo de lo disponible en el mismo sin cargo. Sin dudas que lo recomiendo y le agrego una estrella mas. Lo reserve a partir de las muy acertadas recomendaiones que obtube en la pagina de Troavisor. Cuando vayan a Cordoba no lo duden, relacion precio calidad muy buena.
"
433;5;"Escogimos este hotel por los comentarios que otros viajeros hicieron en TripAdvisor y no nos defraudaron. Está muy bien ubicado, a pocos minutos a pie de la Catedral (mezquita) de Córdoba y del Centro Histórico. La habitación que nos dieron era bastante cómoda y todos dormimos muy bien. La atención del personal es realmente excelente, son todos muy amables y se esmeran en hacerte sentir en casa y en ayudarte en todo lo que sea posible. Si llegas a Córdoba en tren o en autobús, te recomiendo coger un taxi para ir al hotel. Luego ya no será necesario usar transporte, porque puedes recorrer lo más relevante de la ciudad a pie. Si dejas Córdoba por la mañana, hay una cafetería cerca del hotel que se llama Griss y tienen buenos desayunos.
"
434;4;"Nos alojamos en este hotel después de varios días de ruta. Siguiendo las valoraciones y recomendaciones optamos por pasar tres noches en Don Paula, 25 al 28 de agosto. Lugar agradable, bien ubicado y acogedor. Los dueños te hacen sentir como en casa, te recomiendan dónde poder ir a comer y te dan todo tipo de información que desees para conocer mejor la ciudad. Recomendable.
"
435;5;"Me alojé en el hotel siguiendo consejos de otros viajeros y realmente los dueños merecen todas las alabanzas! Mucha paz en ese hotel y en Córdoba. Pasear por la ciudad de día y de noche, perderse por sus callecitas , comer delicioso y llegar a la Plaza Pineda, es muy placentero!
"
436;5;"Un hotel muy bien situado para visitar la ciudad, Las habitaciones impecables y cómodas. Hay que destacar el excelente trato del personal, te hacen sentir como en casa, te indican donde comer, que visitar... En definitiva, si visitan Córdoba, no lo duden.
"
437;5;"Muy céntrico. Y lo mejor la amabilidad de todas las personas que nos atendieronPerfecto para familias con niños que quieran disfrutar de la ciudad, que es preciosa. Insuperable la relación calidad_precio
"
438;5;"Genial, lo mejor que existe en Córdoba calidad/precio. Familiar, acogedor, muy buen servicio y se puede ir a todos los sitios andando. Muy amables, si no tienes mucha idea de donde ir, indican los mejores sitios, ya quieras museos, restaurantes, tiendas, etc. Incluso te indican dónde ir si no quieres gastar mucho ó dónde se come el mejor rabo de toro. Simplemente genial.
"
439;5;"El hotel está muy bien ubicado, impecable y muy cómodo. La familia que lo lleva tiene una excelente actitud de ayuda, cuidado en los detalles y gran disposición a facilitar la estancia en la ciudad. Lo recomendamos muchísimo.
"
440;5;"Hotel familiar, diez habitaciones, a las puertas del centro histórico y Judería de Córdoba. El edificio es muy corriente pero las habitaciones son amplias, con buen aire acondicionado regulable, decorado sencillo pero muy agradable, buenas camas, limpieza insuperable, calidad-precio muy bueno. Amabilidad y servicio inmejorables. No dan de desayunar pero te indican un par de bares cercanos a 50 metros donde poder desayunar muy bien (desayuno completo 3,5 euros, incluye zumo natural, café con leche y enorme tostada de pan fresco con aceite, tomate o jamón). Muy recomendable!
"
441;4;"Está muy bien situado, en el centro de Córdoba, a menos de 5 minutos de cualquier punto de interés (mezquita, plaza de tendillas...)además los dueños son muy agradables. Sin duda lo recomendamos.
"
442;5;"Este hotel te da más de lo que esperas, atención personal exquisita, la habitación, perfecta. Nada más que decir, sólo dar las gracias a la dueña por su trato y su afán por hacer que tu estancia en Córdoba sea lo mejor posible. Un diez!
"
443;4;"Hotel perfecto para pasar unos días en Córdoba y poder visitar todo lo que la ciudad ofrece. La ubicación del hotel es muy buena a tan sólo 5-10 minutos andando de la Mezquita y de demás puntos turísticos. La atención es muy buena, muy amables. La habitación normal, tranquila para un buen descanso. No ofrecen desayuno, pero la habitación dispone de un minibar con agua, zumos y batidos totalmente gratuito, un buen detalle. Aconsejo reservar la plaza de aparcamiento ya que por allí es difícil encontrar sitio para aparcar. Si vuelvo a Córdoba, sin duda volveré a éste hotel y se lo recomiendo a todo el mundo.
"
444;5;"Un excelente Hotel en el centro de Cordoba. A cinco minutos del centro historico y de la zona comercial. Las habitaciones limpias, comodas, espaciosas.. Pero lo mejor del hotel, la familia que lo regenta, se encuentra en pocos sitios gente tan atenta y servicial, estan en todo para hacerte la estancia mas comoda. Que dificil encontrar hoy en día profesionales como ellos. Todo ""Excelente""
"
445;5;"Solo tengo halagos para el Hotel Don Paula. Excelentemente ubicado en el centro histórico de la bellísima ciudad de Cordoba, ofrece comodísimas habitaciones a un precio muy conveniente. La habitación estuvo muy bien, amplia, luminosa, impecable. Por último, pero no menos importante, destacar la maravillosa recepción y atención que tuvimos por parte de su dueña, la Sra. Rocío, quien nos hizo sentir comodísimos, como en casa, diligentísima para responder inquietudes y orientarnos en la ciudad. Si hasta nos dió su receta personal de salmorejo! (por cierto, que bien se come en Andalucía!). Desde ya volveré a Cordoba, y sin duda alguna, al Hotel Don Paula.
"
446;5;"Hotel muy acogedor, situado muy cerca de la plaza de las Tendillas, en la zona de la juderia de Córdoba. Habitaciones amplias, muy limpias y camas muy cómodas. Y sobre todo es muy tranquilo, pese a estar tan céntrico. Es de destacar la atencion de los dueños, muy amables, y facilitan cualquier información que necesitas de la ciudad.
"
447;5;"El hotel Don Paula tiene una ubicación inmejorable, muy céntrico y cerca todo lo que hay que ver en Córdoba (Mezquita, Alcazar, ...).Es un hotel muy nuevo, muy limpio, las camas son cómodas, el baño es bastante grande, aunque lo mejor de todo es la familia que lo regenta, que consigue que te sientas como en casa, y hacen todo lo posible para que disfrutes de tu estancia en la ciudad. ¡Seguid así!
"
448;5;"He estado dos noches con mi novio, dejamos el hotel esta misma mañana y no quería esperar mucho más tiempo para poner una opinión. Solo tengo buenas palabras, fantástica elección, la habitación es de un tamaño perfecto, el baño grande y espacioso, la cama y la almohada comodísimas, todo limpio... nada de ruido del exterior, estuvimos en la nº 8, desde la ventana se veía un trocito de la torre de la mezquita... Y que decir del trato del personal, es un hotel regentado por una familia... más amables imposible, gracias sobre todo a Rocío (la dueña), tú y tus hijos sois geniales! Según llegamos nos recomendaron todo lo que podíamos ver en los dos días que íbamos a estar, nos aconsejaron sitios donde desayunar o comer, tapas buenas... calles curiosas que visitar... o donde tomar algo por la noche, ni nos pasamos por una oficina de turismo, con lo que ellos nos contaron fue suficiente. La situación del hotel es perfecta... cerca de todo.. la judería, la mezquita, el alcázar... También dispone de parking, que merece la pena reservar, es muy barato, el centro está todo cortado al tráfico... Las distancias en Córdoba son muy cortas y se llega en nada a cualquier sitio. Recomiendo perderse por las calles de la Judería, es precioso. Sin duda cuando volvamos iremos a este hotel. Rocío, se lo diré a mi padre como te prometí! Y muchas gracias por todo!
"
449;5;"Lo mejor del hotel el trato de los dueños y su proximidad al centro historico de Cordoba. Las habitaciones están perfectas, limpias y cómodas. Es un hotel silencioso y encantador, te hacen sentir como en casa. Recomendable al 100%.Repetiremos.
"
450;5;"Buenísima relación calidad-precio. Hotel en pleno centro (judería) a 10 minutos andando de la Mezquita. Habitaciones amplias, limpias y nuevas. Trato muy amable por parte de los dueños del hotel. Sin duda alguna, volveremos.
"
451;5;"Fui junto a mi pareja a pasar tres noches en Córdoba, y desde luego no nos arrepentimos de haber ido a este hotel. Al principio estuvimos mirando los NH e incluso el AC, pero como la situación económica no es muy propicia, al final nos decantamos por este hotel. ¡Y en qué momento! El trato impecable, el servicio excelente, nada se le puede reprochar. Lo regenta una familia majísima, todos súper agradables que se desviven por hacerte la estancia lo más agradable posible,... Y la ubicación extraordinaria, justo a la entrada del barrio judío, se tarda menos de cinco minutos en llegar desde allí a la Mezquita. En definitiva, si estais pensando en ir a Córdoba, quieres un sitio tranquilo y confortable y que no sea demasiado caro, definitivamente este es tu sitio, no busques más. No hay nada que se pueda decir en contra de este fantástico hotel. Lo único, que sólo tienen 10 habitaciones, así que reserva con tiempo, ¡que suele estar hasta arriba!
"
